25/05/2017
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
505232	Veljan Denison Limited	22.50000
505242	Dynamatic Technologies Ltd.	63.41443
505250	G.G. Dandekar Machine Works Lt	47.61387
505255	GMM Pfaudler Ltd.	146.17500
505283	Kirloskar Pneumatic Co.Ltd.	128.44338
505285	Tulive Developers Limited	34.84375
505299	Kulkarni Power & Tools Limited	34.00000
505302	Lakshmi Automatic Loom Works L	61.03988
505320	Lynx Machinery & Commercials L	6.00000
505324	Manugraph India Ltd	304.15061
505336	Mirch Technologies (India) Ltd	8.00000
505343	Monotype India Ltd.	7031.21889
505355	Nesco Ltd	140.91992
505358	Integra Engineering India Ltd.	342.45196
505368	Revathi Equipment Ltd.	30.66943
505400	Texmaco Infrastructure & Holdi	1274.26590
505412	Wendt (India) Ltd.	20.00000
505502	PS IT Infrastructure & Service	537.60000
505504	Sindu Valley Technologies Ltd.	7.00000
505506	Axon Ventures Limited	76.40000
505509	Responsive Industries Ltd	2669.12700
505513	Shree Shaleen Textiles Limited	831.75000
505515	Shyamkamal Investments Ltd.	82.90000
505520	HEM Holdings and Trading Ltd.	2.40000
505523	Maharashtra Corporation Ltd.	1353.33330
505525	Parichay Investments Ltd.	12.00000
505526	Dolat Investments Ltd.	1760.00000
505529	Shyamal Holdings & Trading Ltd	2.40000
505530	PRISM INFORMATICS LTD.	249.42475
505533	Westlife Development Ltd	1555.69505
505535	VVN Mfg. & Investa Ltd.	2.10000
505537	Zee Entertainment Enterprises 	9604.48720
505539	IMC Finance Ltd	2.40000
505541	Sunflex Finance & Investment L	12.10000
505576	Goldcrest Corporation Limited	75.56760
505583	W W Technology Holdings Ltd.	74.20000
505585	Kovalam Inv. & Trading Co.Ltd.	22.23914
505590	SVP Global Ventures Limited	126.50000
505592	Shreekrishna Biotech Ltd.	98.51500
505594	Multiplus Holdings Ltd.	18.80000
505650	Skyline Millars Ltd	402.24250
505658	Remi Process Plant & Machinery	17.60000
505665	ABC Bearings Ltd.	115.50000
505672	Asian Bearings Ltd.	151.10000
505678	CPEC Ltd.	28.24500
505681	Bimetal Bearings Ltd	38.25000
505685	Taparia Tools Ltd.	30.35750
505688	Bharat Gears Ltd.	78.17833
505690	Brady & Morris Engineering Co.	22.50000
505693	La Tim Metal & Industries Limi	32.25375
505700	Elecon Engineering Co.Ltd.	1121.99965
505703	Deccan Bearings Ltd.	21.83334
505710	Grauer & Weil (India) Ltd.	2267.05750
505711	Gajra Bevel Gears Ltd.	79.95400
505712	Gujarat Automotive Gears Ltd.	17.50000
505714	Gabriel India Ltd.	1436.43940
505720	Hercules Hoists Ltd.	320.00000
505725	Hindustan Everest Tools Ltd.	16.07200
505726	IFB Industries Limited	405.18796
505729	Singer India Limited	107.43135
505737	International Combustion (Indi	23.90276
505744	Federal-Mogul Goetze (India) L	556.32130
505750	Josts Engineering Co. Ltd.	7.64650
505783	Otoklin Plants & Equipments Lt	47.70000
505790	Fag Bearings India Ltd.	166.17270
505797	Mipco Seamless Rings (Gujarat)	35.84800
505800	Rane Holdings Ltd.	142.77809
505807	Rolcon Engineering Co. Ltd.	7.56000
505817	REIL Electricals India Limited	37.75000
505827	SNL Bearings Ltd.	36.11540
505835	Shriram Bearings Ltd.	14.70000
505840	Jaipan Industries Ltd	60.99840
505850	Mangal Credit and Fincorp Limi	845.28900
505854	TRF Ltd	110.05039
505872	WPIL Ltd	97.67080
505890	Kennametal India Limtied	219.78240
505893	Hindustan Hardy Spicer Ltd	15.00000
505930	Vishal Malleables Ltd.	25.20000
505978	Triton Valves Ltd.	9.90027
505982	Hinduja Foundries Ltd	2070.54576
506003	Sudal Industries Limited	73.67818
506016	JRI Industries & Infrastructur	265.57500
506022	Prakash Industries Ltd.	1449.82095
506024	Hariyana Metals Ltd.	5.80500
506027	Bhoruka Aluminium Ltd.	549.42142
506041	Mahesh Agricultural Implements	12.09500
506042	Prabhu Steel Industries Ltd.	7.17000
506059	Steel Tubes Of India Ltd.	124.00001
506074	Arshiya Limited	1561.79472
506076	Grindwell Norton Ltd.	1107.20000
506079	Lakshmi Precision Screws Ltd.	109.41667
506087	Anup Malleable Ltd.	67.91667
506093	BCL Forgings Ltd	161.70000
506095	Castron Technologies Ltd.	2.50000
506102	Qpro Infotech Ltd.	65.00000
506103	Victoria Enterprises Limited	5.00000
506105	Stanrose Mafatlal Investments 	39.67920
506107	Precious Trading & Invt. Ltd.	2.40000
506109	Genesys International Corporat	306.59412
506113	Lifeline Drugs & Pharma Ltd	362.40000
506120	Alna Trading & Exports Ltd.	2.00000
506122	Pankaj Piyush Trade & Inv. Ltd	4.00000
506128	Parnax Lab Limited	85.04866
506129	Nagarjuna Finance Ltd	263.20000
506131	Indiaco Ventures Limited	150.22625
506134	Intellivate Capital Ventures L	291.00000
506142	Vyapar Industries Ltd.	81.72000
506146	Visagar Polytex Ltd	2462.00534
506152	Saraf Sons (Traders) Ltd.	2.00000
506159	ASIS LOGISTICS LIMITED	75.25500
506161	Ishwarshakti Holdings & Trader	14.40000
506162	Terraform Magnum Limited	2.40000
506164	Brindaban Holdings & Trading L	5.00000
506166	Apis India Ltd	55.10076
506170	Hiran Orgachem Ltd.	986.56860
506172	Sampada Chemicals Ltd.	49.80000
506178	Khatau Exim Ltd.	2.49000
506180	Shreeom Trades Ltd.	45.69000
506184	Kanani Industries Ltd	989.34000
506186	Galaxy Entertainment Corporati	156.49935
506190	Sarvamangal Mercantile Co. Ltd	2.49000
506194	Arihant Superstructures Limite	411.59991
506196	Viksit Engineering Ltd	2.49000
506197	Bliss GVS Pharma Limited	1031.46672
506222	INEOS Styrolution India Limite	175.85625
506225	Adarsh Chemicals & Fertilisers	149.50000
506235	Alembic  Ltd	2670.31828
506248	Amines & Plasticizers Ltd	550.20000
506260	Anuh Pharma Ltd.	250.56000
506261	Modison Metals Ltd	324.50000
506285	Bayer CropScience Limited.	353.54001
506313	Sashwat Technocrats Limited	3.06233
506315	Borax Morarji Ltd.	45.19698
506365	Chemo Pharma Laboratories Ltd.	15.00000
506373	Citurgia Biochemicals Ltd.	264.19063
506390	Clariant Chemicals (India) Lim	230.81798
506395	Coromandel International Limit	2917.00127
506401	Deepak Nitrite Limited	1307.11266
506405	Dharamsi Morarji Chemical Co. 	218.46751
506414	Dil Limited.	22.93198
506457	Gujarat Carbon & Ind. Ltd.	123.80000
506480	GOCL Corporation Limited	495.72490
506490	Indian Electro Chemicals Ltd.	3.00000
506520	Jayshree Chemicals Ltd.	293.26457
506522	J.L. Morison (India) Ltd.	13.65034
506525	Kanoria Chemicals & Industries	436.93333
506528	Keltech Energies Ltd.	10.00000
506530	Kemp & Company Limited	10.80200
506532	Nitta Gelatin India Ltd	90.79160
506540	Kutch Salt & Allied Industries	2.50000
506543	M.P. Agro Industries Ltd.	58.03914
506579	Oriental Carbon & Chemicals Lt	102.96062
506580	Pesticides & Breweries Ltd.	5.50000
506590	Phillips Carbon Black Ltd.	344.67572
506597	Amal Ltd	70.25000
506605	Polychem Ltd	4.04045
506615	Sunrise Asian Limited	456.63060
506618	Punjab Chemicals and Crop Prot	122.62185
506640	Gujchem Distillers India Ltd.	1.61885
506642	Sadhana Nitrochem Ltd.	92.00830
506650	Somaiya Organics (India) Ltd.	18.00000
506655	Sudarshan Chemical Indus. Ltd.	692.27250
506660	Synthetics & Chemicals Ltd.	264.80000
506680	Tecil Chemicals & Hydro Power 	189.63700
506685	Ultramarine & Pigments Ltd.	291.81400
506687	Transpek Industry Ltd.	55.85569
506690	Unichem Laboratories Ltd.	909.02075
506718	Swastik Surfactants Ltd.	9.90000
506720	Zandu Realty Limited	8.06400
506734	Mysore Petro Chemicals Ltd.	65.83488
506767	Alkyl Amines Chemicals Ltd.	203.96392
506808	Tuticorin Alkali Chemicals & F	147.95830
506820	AstraZeneca Pharma India Ltd.	250.00000
506822	AIKYAM INTELLECTUAL PROPERTY C	461.39600
506852	Punjab Alkalies & Chemicals Lt	271.40796
506854	TANFAC Industries Ltd.	99.75000
506858	Gujarat Petrosynthese Ltd.	59.69166
506863	Swadeshi Industries Leasing Co	1081.79500
506867	Master Chemicals Ltd.	2.45000
506874	Shreejal Info Hubs Ltd	45.00000
506879	Gujarat Themis Biosyn Ltd.	145.28702
506894	Chemfab Alkalies Ltd.	91.71697
506906	Munak Chemicals Ltd.	107.32272
506910	Jaysynth Dyestuff (India) Ltd.	86.89700
506919	Makers Laboratories Ltd.	49.16980
506935	Continental Chemicals Ltd.	9.99000
506938	Kappac Pharma Ltd.	237.61100
506943	J.B. Chemicals & Pharmaceutica	848.19975
506945	Indo Gulf Industries  Ltd.	95.67270
506947	Advance Petrochemicals Ltd.	9.00000
506954	Motorol Speciality Oils Ltd	292.40000
506971	B&B Realty Limited	148.59000
506975	Rajasthan Petro Synthetics Ltd	161.89270
506979	Apt Packaging Ltd	68.96979
506981	Blue Chip Tex Industries Ltd.	19.70500
506985	Twilight Litaka Pharma Limited	247.81285
506987	Gwalior Polypipes Ltd.	57.20000
506989	Regent Chemicals Ltd.	41.80000
506991	Noble Explochem Ltd.	192.28100
507000	Shrishma Fine Chemicals & Phar	71.10000
507050	Belapur Industries Ltd.	18.07030
507070	B S I Ltd.	13.50000
507150	India Sugars And Refineries Lt	30.00000
507155	Jagatjit Industries Ltd.	436.48112
507180	Kesar Enterprises Ltd.	100.79682
507205	Tilaknagar Industries Ltd	1247.56115
507260	Oudh Sugar Mills Ltd.	259.17285
507265	Apte Amalgamations Ltd.	19.53100
507300	Ravalgaon Sugar Farm Ltd.	0.68000
507315	Sakthi Sugars Ltd.	1188.49036
507410	Walchandnagar Industries Ltd	380.70205
507435	Khoday India Ltd.	145.70448
507438	IFB Agro Industries Ltd	93.67111
507442	Dharani Sugars & Chemicals Ltd	332.00000
507450	Thiru Arooran Sugars Industrie	113.16724
507458	United Breweries (Holdings) Lt	668.18521
507472	Venus Sugar Ltd	335.00000
507474	Kothari Fermanatation & Bioche	60.95000
507480	Ishwar Medical Services Ltd.	1762.00000
507486	Caprolactam Chemicals ltd.	46.00000
507488	G.M. Breweries Ltd.	146.22031
507490	Rana Sugars Ltd.	1535.67820
507498	Piccadily Sugar  & Allied Ltd.	232.54527
507506	Girdharilal Sugar & Allied Ind	194.70000
507508	Riga Sugar Company Ltd.	144.43405
507514	Som Distilleries & Breweries L	275.22400
507515	C.J. Gelatine Products Ltd.	48.13300
507518	Superstar Distilleries And Foo	116.87300
507522	Mount Shivalik Industries Ltd.	60.46700
507525	Amrit Corp Limited	32.13231
507526	Associated Alcohols & Brewerie	180.79200
507528	Eastern Sugar & Industries Ltd	169.00100
507530	Asian Food Products Ltd.	15.80000
507543	Coromandel Agro Products & Oil	7.90000
507552	Foods & Inns Ltd.	16.05942
507580	IVP Ltd.	103.26263
507598	KLRF Ltd	50.20644
507609	Olympic Oil Industries Ltd.	28.54000
507621	Milkfood Ltd.	48.86440
507645	Polson Ltd.	1.20000
507649	Rasoi Ltd.	0.96600
507652	Ratnamani Agro Industries Limi	53.21290
507663	Sagar Soya Products Ltd.	58.51689
507685	Wipro  Ltd.	24328.39687
507690	Orient Beverages Ltd.	21.61500
507711	Gilt Pack Ltd.	78.50000
507715	Ebers Pharmaceuticals Ltd.	34.40000
507717	Dhanuka Agritech Ltd.	490.78324
507743	Dr. Sabharwals Manufacturing L	7.70000
507745	Harshavardhan Chemicals & Mine	70.90000
507747	TTK Healthcare Ltd.	77.65983
507753	Sree Rayalaseema Alkalies & Al	872.25313
507759	Lime Chemicals Ltd.	32.90276
507761	Teem Laboratories Ltd.	20.00000
507779	Kanpur Plastipack Limited	119.38871
507785	Tainwala Chemicals & Plastics 	93.63863
507789	Jagsonpal Pharmaceuticals Limi	261.98000
507794	Khaitan Chemicals & Fertilizer	969.89200
507808	United Leasing & Industries Lt	30.00000
507813	National Oxygen Ltd.	48.02271
507815	Gillette India Ltd.	325.85217
507817	Wires & Fabriks (SA) Ltd.	30.56250
507828	Ansal Housing & Construction L	593.85828
507833	Computer Point Ltd.	300.01300
507836	Mac Charles (India) Ltd.	131.00452
507852	Addi Industries Ltd.	107.96574
507864	Pioneer Investcorp Ltd	122.96908
507870	Lloyds Finance Ltd.	374.12020
507872	Ashnoor Textiles Mills Ltd.	107.45849
507878	Unitech Ltd.	26146.34492
507880	V.I.P. Industries Ltd.	1413.17315
507884	Numech Emballage Ltd.	37.50000
507886	Dhruv Estates Ltd.	9.62300
507892	Winsome Diamonds and Jewellery	1066.07894
507894	Schablona India Ltd	31.59215
507910	FIBERWEB (INDIA) LTD.	125.95855
507912	LKP Finance Limited	121.98023
507917	East Buildtech Limited	18.76800
507918	Sri Arumuga Enterprise Limited	10.00000
507924	Jaybharat Fabrics Mills Ltd.	27.00000
507933	Alexcon Foamcast Ltd.	400.50000
507938	Manipal Finance Corporation Lt	83.80961
507940	Highland Industries Ltd.	12.25000
507942	Jog Engineering Ltd.	85.00000
507944	Bajaj Steel Industries Ltd.	23.50000
507946	Kiduja  India  Ltd	17.15000
507948	Key Corp Ltd	60.00000
507952	Shikhar Leasing and Trading Lt	10.00000
507956	Continental Construction Ltd.	330.00000
507960	Gujarat Hotels Ltd.	37.87515
507962	Rajath Finance Limited	40.00000
507966	Ras Resorts & Apart Hotels Ltd	39.69743
507968	Jolly Plastic Industries Ltd.	66.76400
507970	Paramount Cosmetics (India) Lt	48.55000
507981	Jindal Hotels Ltd.	60.00000
507984	SER Industries Ltd	9.89590
507987	Jupiter Industries & Leasing L	10.00000
507998	Simmonds-Marshall Ltd	112.00000
508136	B & A Ltd.	31.00000
508306	Ledo Tea Co. Ltd.	8.63500
508486	Hawkins Cooker Ltd.	52.87815
508494	Warren Tea Ltd.	119.50804
508571	Cochin Malabar Estates & Indus	17.71908
508664	Best Eastern Hotels Limited	168.50000
508670	Neelamalai Agro Industries Ltd	6.27350
508671	Satellite Infoconcepts Limited	5.00000
508800	Unique Estates Developments Co	0.50000
508807	IST Limited	58.32056
508814	Cosmo Films Ltd.	194.40076
508857	Lustre Tiles Limited	22.50000
508860	Diamant Infrastructure Limited	352.04000
508867	New Markets Advisory Ltd	12.40000
508869	Apollo Hospitals Enterprises L	1391.25159
508875	Nitin Castings Limited	25.70665
508900	Zenith Capitals Ltd.	19.20000
508905	SMIFS Capital Markets Ltd.	55.85000
508906	Everest Industries Ltd.	154.22910
508912	Sneh Construction Ltd.	4.90000
508918	Greycells Education Limited	79.07715
508922	MSR India   Limited	628.80000
508924	Northern Projects Ltd.	17.20000
508929	Joy Realty Limited	24.03280
508933	AYM Syntex Limited	392.39568
508939	Blue Circle Services Ltd.	2034.70000
508941	Panasonic Carbon India Co.Ltd	48.00000
508954	Finkurve Financial Services Li	966.00000
508956	HB Leasing & Finance Co. Ltd.	110.62731
508961	Shricon Industries Ltd.	12.40000
508963	Sterling Guarantee & Fin. Ltd	65.37600
508969	Sulabh Engineers & Services Li	1004.75000
508976	Spanco  Ltd.	328.50000
508978	SPL Technochem Ltd.	19.00000
508980	Frontier Capital Limited	2.62163
508982	Linkson International Limited	33.02160
508987	Abacus Computers Ltd	28.53800
508989	Navneet Education Limited	2335.58000
508993	Kedia Construction Co. Ltd.	15.00000
508996	Satra Properties(India) Ltd	1783.58000
508998	Sterling International Enterpr	2714.03068
509003	Transoceanic Properties Ltd.	63.00000
509009	AuSom Enterprise Limited	136.23552
509011	Chisel & Hammer (Mobel) Limite	19.79554
509015	Thakral Services (India) Limit	117.35080
509020	Ruchi Infrastructure Ltd	2052.39942
509024	Golden Legand Leasing & Financ	148.70000
509026	VJTF Eduservices Limited	176.00000
509034	Kalpavriksha Industries Ltd.	12.00000
509038	Voltaire Leasing & Finance Ltd	41.18000
509040	Netlink Solutions (India) Ltd.	29.67000
509046	Leena Consultancy Ltd.	2.40000
509048	Lancor Holdings Ltd.	405.00000
509051	Indian Infotech And Software L	10034.41010
509053	Banas Finance Limited	1137.60000
509055	Visaka Industries Ltd.	158.80952
509063	Himatsingka Motor Works Ltd.	9.80000
509069	Infomedia Press Limited	501.94172
509073	Hathway Bhawani Cabletel & Dat	81.00000
509077	Pressman Advertising Limited	234.82843
509079	Gufic BioSciences Ltd.	773.50000
509084	Photon Capital Advisors Ltd	15.13694
509099	Oswal Leasing Ltd.	5.00000
509130	Dunlop India Ltd.	719.82875
509148	Govind Rubber Ltd	218.45037
509152	GRP Limited	13.33333
509162	Indag Rubber Ltd.	262.50000
509196	M.M. Rubber Company Ltd.	49.80565
509220	PTL Enterprises Ltd	661.88500
509243	TVS Srichakra Ltd.	76.57050
509358	Electric Control Gear (India) 	43.40000
509367	Andhra Pradesh Tanneries Ltd.	5.73900
509419	Wopolin Plastic Limited	63.44100
509423	Sanathnagar Enterprises Limite	122.41734
509438	Benares Hotels Ltd	13.00000
509440	Graphic Charts Ltd.	4.22338
509449	Bhagwati Oxygen Ltd.	23.12969
509463	Bihar Air Products Ltd	8.00000
509470	Bombay Oxygen Corporation Ltd.	1.50000
509472	Cravatex Ltd.	25.84160
509480	Berger Paints India Ltd	9709.86647
509486	Caprihans India Ltd.	131.33971
509488	Graphite India Ltd.	1953.75594
509496	ITD Cementation India Ltd	1551.57900
509499	Centron Industrial Alliance Lt	996.00000
509525	Empire Industries Ltd.	59.99998
509527	Falcon Tyres Ltd.	340.85532
509546	Graviss Hospitality Ltd	705.19135
509550	Gammon India Ltd.	3688.47305
509557	Garware Wall Ropes Ltd.	218.82060
509563	Garware Marine Industries Ltd.	57.66184
509567	Goa Carbon Ltd.	91.51052
509586	Govind Poy Oxygen Ltd.	4.00000
509597	Hardcastle & Waud Mfg. Co. Ltd	6.79474
509627	Hindustan Dorr-Oliver Ltd.	720.05808
509631	HEG Ltd.	399.59142
509635	Hindustan Composites Ltd	98.46000
509650	Hindustan Housing Co. Ltd.	0.24200
509675	HIL Limited	74.62563
509692	Indian Card Clothing Ltd	45.51120
509709	International Conveyors Ltd.	675.00000
509715	Jay Shree Tea & Industries Ltd	288.77488
509732	Kothari Industrial Corpn. Ltd.	124.83885
509760	Modern Shares and Stockbrokers	29.31125
509762	Mapro Industries Ltd	83.88925
509782	Oseaspre Consultants Ltd.	2.00000
509820	Huhtamaki PPL Limited	727.11934
509835	Premier Synthetics Ltd.	36.43200
509839	Punjab Woolcombers Ltd.	325.15744
509845	R.J. Shah & Co. Ltd.	2.80100
509854	Roplas (India) Ltd.	4.80000
509870	Shah Construction Co. Ltd.	1.61250
509874	Shalimar Paints Ltd.	189.45975
509887	Sinnar Bidi Udyog Ltd.	2.00000
509895	Hindoostan Mills Ltd.	16.64548
509910	Southern Gas Ltd.	0.22500
509917	Technojet Consultants Ltd.	2.00000
509930	Supreme Industries Ltd.	1270.26870
509945	Thacker & Co. Ltd.	7.87650
509953	Trade Wings Ltd.	30.00000
509960	U.P. Hotels Ltd.	54.00000
509966	VST Industries Ltd.	154.41920
509992	UB Engineering Ltd	170.66949
510245	Swasti Vinayaka Synthetics Ltd	700.00000
511000	Madhusudan Securities Ltd	86.95487
511012	Yamini Investments Company Lim	5257.26400
511014	Vishvakirti Investment Limited	2.00000
511016	Premier Capital Services Ltd.	370.60920
511018	Milgray Finance & Investment L	2.40000
511024	Subway Finance & Investment Co	11.02500
511031	Integrated Finance Company Ltd	132.50000
511034	Jindal Drilling & Industries L	289.81104
511038	Arco Leasing Ltd.	2.40070
511042	Standard Medical Pharmaceutica	108.45700
511048	Kusam Electrical Industies Ltd	2.40000
511056	P.L. Finance & Investment Ltd.	109.00000
511060	Jumbo Finance Ltd.	3.70000
511064	Aplaya Creations Limited	1438.00000
511066	Sakthi Finance Ltd.	500.00000
511072	Dewan Housing Finance Corpn. L	3133.52205
511074	Weizmann Fincorp Ltd.	2.45000
511076	Sat Industries Ltd	1080.00000
511082	Maa Jagdambe Tradelinks Limite	784.25000
511086	CIFCO Finance Limited	48.00000
511088	All Metal Process & Ind.Ltd.	37.00000
511092	JMD Telefilms Industries Ltd.	1442.92000
511096	Tivoli Construction Ltd.	5.00000
511108	Shiva Texyarn Ltd.	216.04521
511110	V.B.Desai Financial Services L	45.27890
511114	Valuemart Retail Solutions Lim	27.98559
511116	Quadrant Televentures Limited	6122.60268
511122	First Custodian Fund (India) L	15.00000
511128	Galaxy Consolidated Finance Lt	10.00000
511131	Kamanwala Housing Construction	140.93160
511138	Kothari World Finance Limited	74.37500
511139	Bajrang Finance Ltd.	18.00000
